characterId,accountId,name,region,nr,level,exp,characterClass,race,ownGold,ownMushrooms,glory,strength,agility,intelligence,constitution,luck,hp
4b6c346e-a448-46fc-81c1-b0bd357d7f38,8e551d28-5359-41cd-9f69-1858d94e6202,GhostLord611,cz,2,206,161498,mage,dwarf,8963,1537,15859,3788,4332,1394,2208,4626,1034068
a98a79a6-ef24-4a03-80fb-7a2215c09370,5d27e9b4-a778-4305-a831-948f9f74fedf,GhostLord750,am,1,44,8390,mage,darkElf,3680,280,531,361,212,465,861,623,319850
2ebbcfc1-608d-43d6-aa6e-747b53265b01,4850814e-1dbf-47c9-9472-e872e62696ce,GhostMage,pl,1,462,26673,bard,gnome,477,697,42632,6234,7929,10786,5158,3220,1132067
1ab6de07-aa52-4be4-9d93-e64dda6788af,68ffb207-5aca-44c6-899c-2c6283028e81,GhostSlayer5245,pl,2,39,18912,bard,dwarf,1224,187,3725,272,961,350,425,89,267782
c8bad211-987b-404f-b130-bccd0f36f04a,4850814e-1dbf-47c9-9472-e872e62696ce,GhostMage456,cz,1,175,94154,mage,gnome,5458,398,13870,3996,669,4561,4946,186,516984
e30ee238-ecee-47f6-960f-49a87e84acb5,ad75a1b1-47e1-49da-afdd-6a6e494b30d9,GhostMage766,de,1,309,80917,berserker,gnome,27763,0,425,9234,6595,5890,6103,1227,1705319
5d23b445-9b1c-4236-8de6-f973632def89,982de9f7-2262-4ce2-b7c6-bf1547e70619,GhostMaster,eu,1,246,161227,battleMage,goblin,22653,2313,20932,202,6433,136,3759,5352,1020570
30320676-891f-4176-98da-3a2460405a7e,1568d233-ccf2-4d0c-a35b-eee24a190390,GhostMaster127,de,1,211,94087,scout,goblin,9038,358,20321,4486,5448,5897,4273,2321,1781479
ccf95fb6-bea1-4c87-b36f-650b2d37a3d8,cefb4e8f-3346-4093-9f9b-e94c2cdf9524,GhostMaster136,pl,2,361,260607,scout,orc,20943,2714,5045,5203,5961,5132,7363,7419,2060137
761af093-e88e-4a22-8da9-511984273d20,430e59fa-ab23-46b4-ab49-2a8066440e5f,GhostMaster146,cz,2,324,226974,bard,gnome,27384,1463,6107,1722,8915,8565,2314,5441,1519257
de36be05-3ea0-410d-a307-e75c17019d93,1e5aff6c-acc0-4502-839b-c74f04daa39c,GhostMaster570,fr,1,221,5468,assasin,elf,18366,823,5039,4686,6462,3240,1127,2302,2113070
6c3376f4-cb31-41d5-9713-cfb6f55b3cbe,903d1e1f-a88b-40ec-a7ac-f54cdc634694,GhostQueen,cz,2,219,62500,assasin,dwarf,19142,355,7836,6141,1083,703,4844,1079,548002
79ba21ec-bb2c-4c6e-addf-1fc5588a98cc,903d1e1f-a88b-40ec-a7ac-f54cdc634694,GhostQueen282,cz,2,83,39336,mage,goblin,513,281,7365,2466,487,1626,2001,2161,512538
bb45e512-2b5f-4ca9-883a-387980a8cab6,f742ac71-7665-4366-a90f-abd364c5caad,GhostQueen472,cz,1,245,54813,assasin,human,1183,1491,13423,3961,6238,1266,2167,1441,1493614
637aea72-7625-48d7-86e9-ac5af4ce5ea8,65716fa8-a9e5-4d17-9226-450138c89481,WolfMaster1905,de,1,386,324648,mage,goblin,31581,744,37172,6619,1514,2073,949,10805,3135277
fa8aca17-1934-46cc-a3cc-07f2b6ad8cf9,481857f7-e5d2-40f2-a15e-a3cbaaa8d6da,GhostQueen578,int,1,82,78136,scout,goblin,1381,774,1531,1020,1622,401,763,1127,691072
2ea51fe0-cf32-480b-a60f-cc75fa046c46,78aba7f4-b05e-4a35-bb94-afaa21b5dbd3,GhostQueen679,int,1,200,139827,assasin,dwarf,5922,1393,13186,3731,2675,3523,1958,2446,1640815
8e6aa62e-b313-409a-bb3c-c39b95497e23,78aba7f4-b05e-4a35-bb94-afaa21b5dbd3,GhostQueen791,pl,1,144,88065,mage,dwarf,3565,812,13556,3311,551,2202,4298,4090,1164774
79212657-6541-4580-ba71-f2db86024851,4ed8d8d7-58a6-4f27-8542-bb3ca11bcd7a,GhostQueen923,int,2,487,136878,warrior,elf,48686,357,44910,7080,14584,2751,12447,9842,4098786
39cabc84-7aa0-4fd0-8cb8-570f68ee32a9,ba63dcb0-4863-4ea5-90f0-370af935a996,GhostReaper,hu,1,257,197963,battleMage,darkElf,8910,2317,21180,6546,4979,1096,3453,4139,2137683
524e258a-a114-4027-9be6-060a6d0da7b9,ba63dcb0-4863-4ea5-90f0-370af935a996,GhostReaper144,fr,1,367,317181,mage,demon,32140,1148,32572,9885,5616,2192,5078,9867,1911918
27a20600-d263-4611-9f4b-dd291e52b089,ba63dcb0-4863-4ea5-90f0-370af935a996,GhostReaper933,fr,1,401,268355,druid,gnome,19115,2358,10030,1924,5714,2456,8935,7448,2170371
09f6b3f5-9465-4f82-bead-93573ba677e4,c93d5754-5c04-494f-968b-79a6f3674dc5,GhostRider,cz,1,315,199525,berserker,dwarf,20195,1420,18201,7216,8945,6017,279,4844,2649092
a91d3640-f7b1-4f36-9d1f-68b3b8db1b27,c93d5754-5c04-494f-968b-79a6f3674dc5,GhostSeeker,int,2,497,141606,demonHunter,gnome,3467,2153,3996,14333,9892,7776,13914,11212,3303166
13bcc4b3-a84d-4ec3-b2d9-ecda09a1e4de,c93d5754-5c04-494f-968b-79a6f3674dc5,GhostSeeker117,fr,1,157,145391,berserker,goblin,14572,342,5854,1793,2772,2708,4648,1299,882018
0b38ef93-9e5e-4c8f-b3c1-7177b43e472f,65716fa8-a9e5-4d17-9226-450138c89481,StormHunter4800,fr,1,161,38699,druid,human,12803,1288,199,3369,3141,4640,3623,2367,1181364
bb481289-57f6-44da-9f64-b523b8d98b51,e3755b7f-2376-45d2-ab8f-d7ecba2222af,GhostSeeker935,am,2,165,120519,warrior,demon,6050,750,5886,2746,4144,3814,4676,1209,1311371
3f4ad764-ee0d-48a3-8706-059133fef3f1,115d0b32-7145-43d9-8a33-1da7b07cfeef,GhostSeeker995,fr,1,414,8394,bard,demon,17733,2441,38218,10294,302,6973,158,2099,2895555
0da00ec8-1e2b-4d9c-bd5f-07f378de13e3,40825ca8-fb28-4dc0-921c-4b0c64b81dd4,GhostSlayer,eu,1,372,290196,berserker,human,6420,3035,10809,9767,4277,5171,301,8748,1660476
0a50356d-dff8-4307-82a1-3d19ef09f016,0c55c48a-fe01-427d-a388-6c091278b3ff,GhostSlayer632,am,1,355,224850,scout,gnome,27655,550,20370,7714,2542,2289,2837,3791,2869372
7351492b-a6bb-4aef-aac7-a6fea58cbee1,2e4d830f-b47c-4e30-a2db-b3376109aaa7,GhostSlicer,cz,2,349,79441,bard,gnome,5809,3217,6561,9870,10081,3310,3305,9107,3324481
8762f24c-8120-4e89-8044-183efdd90d02,2e4d830f-b47c-4e30-a2db-b3376109aaa7,GhostSlicer293,de,1,46,31089,warrior,goblin,3047,280,3299,31,11,821,1244,1038,172879
2325bbfb-9cf4-4101-843f-24df4ad8400e,4cd2bceb-305c-43c0-b475-f7a0635f6fc2,GhostSlicer760,int,2,299,32854,scout,dwarf,10730,1511,390,4707,6462,3506,373,3069,848100
3885ab5f-d457-4e7a-ab97-662aa65a0169,ff13bb2b-79f9-4282-808c-dc97acd8b5aa,GhostStalker,eu,1,70,55426,scout,elf,1840,574,1678,1536,906,1898,1603,1278,478172
1bc20ebb-a488-42f2-91cf-abcc383fa76c,00f447d5-6008-4895-9bf3-d6ca1da21705,GhostStalker290,int,1,79,36415,bard,darkElf,6452,98,6291,2079,524,2271,587,326,355375
3cc1f4d6-3977-4d34-b967-983cf8d519ce,00f447d5-6008-4895-9bf3-d6ca1da21705,GhostThief,pl,1,95,75820,mage,human,3995,228,1447,1470,1516,892,407,2185,777360
bc346610-2bb4-4d49-9e98-cab287183557,fc063d6c-f724-4fe7-8840-a9079682c6c6,WolfLord3249,fr,2,405,340609,druid,gnome,26837,3641,15982,3277,7363,9884,3358,1291,3363093
d299ea32-f994-4ce0-b48c-0078a04c973d,6fba92ca-7b04-429f-a157-ce4a291a3c00,GhostThief682,hu,2,485,354764,battleMage,elf,37561,302,5727,1600,4770,4479,12752,5590,4177750
f6aa6e82-4111-44f0-9937-daac1b9d4233,bd1181d3-3847-4be1-bd4c-90e2b2da1363,GhostWalker,am,1,484,233757,berserker,demon,7875,1989,47242,3126,8553,8762,3262,2835,4635347
1adcd776-711e-4440-a423-e7943a9f26ac,bd1181d3-3847-4be1-bd4c-90e2b2da1363,GhostWalker750,int,1,383,154989,berserker,gnome,9968,3369,21548,11017,7001,10135,2605,1834,3610179
c14003da-014e-40ab-b360-816f589336f7,f483fb01-6872-478c-9237-68e40d89751a,GhostWarden,int,2,187,70859,bard,human,11705,1803,4021,1175,1592,4284,1265,2316,1842614
0ec0db7f-8d15-49bb-ba7d-5d25a557a0cb,f483fb01-6872-478c-9237-68e40d89751a,GhostWarden191,hu,1,374,362225,scout,gnome,12783,275,22895,4069,8436,4565,4751,4834,3446131
8656a4b0-c09d-4363-bd00-b7cb8b5fc4a7,dc7c9f0e-07b2-4dc7-9c67-7a519838dc66,GhostWarden260,eu,2,378,333255,battleMage,gnome,18752,2081,32770,1239,2043,3533,5904,4551,1671931
ea503887-06c3-4322-a837-a6e9b222854b,dc7c9f0e-07b2-4dc7-9c67-7a519838dc66,GhostWarden571,hu,2,345,30568,battleMage,human,28266,1616,20238,6241,7970,9128,2860,5565,1681105
803b3a85-c290-40fb-a8dd-135065cef325,d3d7c050-080a-40c8-b2bb-4148e7b892d5,GhostWhisper,am,2,274,152662,warrior,dwarf,13930,2388,10344,3073,902,1123,7084,2810,1616992
191c961b-e09c-485c-9a3b-4f3bf4dd5db8,c530109a-7a80-4213-b412-cb021dbeb462,GhostWhisper185,de,2,294,282907,mage,darkElf,5126,706,21294,5772,5179,7374,6500,8565,1574182
96b28756-ae8b-4869-b4e9-62f5a62e191b,54064aab-0b5c-4ca1-879c-c26ee07e36cb,GhostWhisper46,int,1,142,14967,mage,elf,8690,330,12779,4075,4167,680,897,3147,560740
0143320b-99f6-4c31-9c18-dc0a57b7810c,fc063d6c-f724-4fe7-8840-a9079682c6c6,KnightLord4550,hu,2,437,342752,scout,human,3852,2772,22296,12499,339,6510,8066,12830,455605
8453dee6-964a-4091-9c83-d9020deea74e,cd2a7473-b597-4290-a371-fa8005ad442c,GhostWhisper605,am,1,312,37945,battleMage,goblin,21885,1499,2835,2022,8171,4185,7090,5600,648729
eec340db-2937-4aed-a946-2cf259d7b210,f619f489-3314-4548-8335-e2791ffc94dc,GhostWhisper720,fr,1,16,1547,mage,darkElf,690,104,915,289,360,141,446,29,80735
3eaa5581-ab6f-415d-aeb3-2a23840339f8,8023127a-ee4c-4b67-8654-1d373d0df394,HunterBeast,hu,1,308,15368,demonHunter,demon,7449,834,21688,3302,1056,5496,2369,8178,1449647
2fbaa2ee-3e09-47b0-afac-eaed407f3e12,b5c31e88-dba6-4b35-a014-5e0a373b3134,HunterBeast650,eu,2,173,59554,battleMage,demon,14014,774,15463,1480,3848,2907,2450,2300,292228
11b601a9-8635-45f1-ad6e-20c45dc977de,b5c31e88-dba6-4b35-a014-5e0a373b3134,HunterBreaker,hu,2,157,134826,druid,gnome,1760,53,10421,2502,3499,1803,1775,2700,1273433
b4b94800-628f-4b41-9b57-53ef47d0d7ea,8f726c7f-8310-4ee4-ac54-ba77ea0591d1,HunterBreaker752,hu,1,46,17125,berserker,darkElf,4579,455,621,885,696,161,1331,641,201362
952ea87c-f698-4d07-a4d9-5a05b5c69f32,2026c820-e0c7-406c-b685-d519e73f7568,HunterFang,eu,2,251,225529,warrior,elf,10176,2507,13640,6406,3729,3286,5354,6029,1534083
4c8b0503-c0ec-4919-a1a5-d88b56336238,7c30dc6f-5b76-491b-8fb8-3971fd896edf,HunterFang770,hu,1,122,42299,demonHunter,orc,12137,590,2471,2430,467,483,2729,2086,1098607
747b376c-c75f-4ffc-ad10-27cbd31fef0b,fb5317e5-66d4-4c1f-8499-c68494b08dbb,HunterFang874,cz,1,163,132914,druid,gnome,10300,1229,12820,2887,1546,4396,4742,1479,809847
c78162f7-e6dc-468c-bf99-bdb670641d10,fb5317e5-66d4-4c1f-8499-c68494b08dbb,HunterHeart,cz,1,57,45952,battleMage,elf,2351,405,1170,1508,457,678,1364,898,265149
c02caae6-256b-4976-bf61-db406954eb31,a241a8e9-8f49-49c9-8947-93e09ed21637,GhostSlayer1755,int,2,467,243028,demonHunter,orc,33772,1078,9692,5957,11969,8039,5009,3034,3122269
ef04e811-da97-4550-ab65-3a05ff7d86c5,958430aa-8faf-46ec-b01b-c4a02591288c,HunterHeart586,am,2,154,17861,druid,elf,1117,501,12250,2287,4229,3019,2857,3024,1254220
8a829750-435b-4b62-9668-234dd25f8350,3f0b6b7b-3adf-4008-bbcb-9bd2526a0fed,HunterKing,cz,2,345,10416,demonHunter,orc,6639,3344,28097,1785,8538,2824,2447,1002,3430016
11bdbe2a-3f48-411d-9949-5e082aca529f,3581076b-eba1-47d3-a389-52d13539b7f5,HunterKing299,am,2,189,110346,demonHunter,gnome,11202,655,13120,1960,5425,3257,3477,2819,941702
981df317-720f-476e-900e-ca7f5b687644,3581076b-eba1-47d3-a389-52d13539b7f5,HunterKing837,pl,1,7,572,berserker,goblin,126,26,8,58,70,106,89,15,59366
b1b39135-8edc-4bac-9e12-e119422d82c1,3581076b-eba1-47d3-a389-52d13539b7f5,HunterKnight,pl,1,403,56748,bard,demon,19156,3711,15152,11861,24,8836,6289,5309,3539068
c9bf9689-1d3f-4455-a1a8-631eab9359de,3581076b-eba1-47d3-a389-52d13539b7f5,HunterKnight240,int,2,403,278941,scout,elf,11944,2207,7147,8831,1489,9175,1537,408,2478440
7c069173-2732-47d9-b303-709b78d4ef41,7f5936fb-9bf4-405c-a5f0-9f0eb66ec157,HunterKnight288,pl,2,482,64140,assasin,goblin,32941,4803,20952,11867,13197,11821,3021,3508,4242494
a78d0ed9-7f99-4c30-b5c5-18fe0f7c4fda,7f5936fb-9bf4-405c-a5f0-9f0eb66ec157,HunterKnight92,eu,2,182,78503,battleMage,elf,3509,269,8477,2926,4103,2382,3970,2823,1292361
b9018f64-3b3b-4530-9ae3-52b2bcca26af,ab565945-24c7-4136-9558-1215278f5341,HunterLord,pl,1,46,3103,assasin,elf,953,115,1236,591,846,1250,763,949,242642
b07924cc-c251-4f05-8b07-a64f57cb89bf,fa36b49d-2489-4119-9945-71c836c2b862,HunterLord801,de,2,458,162454,druid,orc,5577,3698,5838,7639,2033,12879,12663,307,1572663
4b839156-e262-4e8c-8b9f-00ca38dc74cb,e360fc1b-81c5-4591-ba0e-3a0daa12be3f,WolfRider6041,am,1,170,137245,demonHunter,human,759,554,10303,2483,2645,2000,675,381,1674673
27037f72-5c50-4817-a05d-0b4f6834453d,4b6fcee2-63ce-4bdf-a1f0-103d1e489ff5,HunterMage,fr,1,256,217854,berserker,human,13798,1738,8493,6088,5907,5959,3078,4431,811864
9f82ada6-8287-4385-b00a-b528e91260f1,4b6fcee2-63ce-4bdf-a1f0-103d1e489ff5,HunterMage17,int,2,358,275098,bard,gnome,14416,346,28005,6248,2121,3639,7651,5568,1998378
728b57bc-a4ea-4705-91b6-aefd80963609,4b6fcee2-63ce-4bdf-a1f0-103d1e489ff5,HunterMage242,hu,1,239,115838,demonHunter,gnome,19892,2385,13179,2999,1397,2842,4519,19,2089227
19c92437-d231-4584-92f1-6aec9ac01cf0,0f13b815-aa8b-41e2-9442-90795d51c88e,HunterMage515,int,2,196,190299,assasin,elf,9305,1037,9330,3675,356,831,5134,2965,1291478
75653f98-9d72-4827-8578-0229964407f7,22de99ea-8c3a-45a9-9e76-acb3c595319d,HunterMage787,pl,1,384,251119,bard,demon,17793,3487,3321,3858,8014,6150,4637,8847,2218397
e8888934-e2e4-4033-8b9d-d15c824457bc,9798caed-ac32-47e8-b1f0-07dff7c6f006,HunterMage847,am,2,446,150600,assasin,elf,43140,1113,9858,10938,10782,7882,1960,7397,2382699
94e621af-ff5a-46d1-90ba-6001e43bcc26,96342b84-4c53-4a58-9c34-eb161146060f,HunterMage901,eu,1,433,76745,assasin,demon,13548,1984,14808,12569,8373,11815,4548,11543,3141040
f4a3b34a-1091-4158-b423-7229c2b36e89,96342b84-4c53-4a58-9c34-eb161146060f,HunterMaster,pl,2,87,11942,bard,dwarf,1189,741,7139,2137,1710,2056,2214,588,435604
221e436d-acfa-437d-8b13-0a04aa10da82,7055421e-c9e0-425f-b9a6-462a88876976,HunterMaster736,am,1,81,39333,bard,demon,4907,554,725,1571,2362,2078,769,2224,540285
6d8dd9c8-b0c8-47e1-9c1c-acacebdf535c,7055421e-c9e0-425f-b9a6-462a88876976,HunterQueen,de,1,380,316822,battleMage,elf,34864,306,37343,6871,10636,10918,7476,2635,2063314
95affe77-b274-450b-9de2-ee2ba2199c89,e360fc1b-81c5-4591-ba0e-3a0daa12be3f,FireQueen9726,eu,2,119,1880,berserker,human,11748,120,3122,935,769,1265,3478,3369,235527
9d658753-7cde-42d3-b313-17148d6d3d08,e4f3b0af-0706-4939-90ad-64ad7c339006,HunterQueen346,eu,2,270,126525,druid,orc,4012,2361,22095,6481,184,945,3404,480,2009743
5fa49236-8bf6-418d-97a5-e758055cab43,e4f3b0af-0706-4939-90ad-64ad7c339006,HunterQueen404,de,2,398,212373,assasin,human,20215,2305,3542,3760,8727,4450,8795,11908,2037205
2cb41ab6-6f01-4a4e-ad14-513386fd6ba1,30955db3-ad94-4a4a-a958-70c7b525bb07,HunterReaper,cz,1,154,30888,warrior,gnome,1475,921,7791,4095,4235,1487,2401,3028,1357589
a24a984f-0325-4937-8c9c-48919b49d84a,446f9c3a-e477-4784-bcf9-793792f21ff3,HunterRider,cz,2,166,58783,scout,elf,1384,1513,14367,2740,1884,2911,3467,3867,1623516
de2e2bda-2b1b-4398-96c7-cb544f5f16d5,a3865070-3477-4311-8439-5e51912f1b21,HunterRider31,hu,1,6,5921,scout,human,187,59,507,28,140,52,112,38,11899
d24c7eca-f30f-4f5d-823c-b81c52738588,b6546841-40ed-47df-82f8-ad0dce85f8c0,HunterRider917,fr,2,450,174251,demonHunter,orc,18750,1626,37934,2070,4932,1949,7621,11215,3668848
67a2481e-28e0-4f48-bff1-c9fe9378edb8,01a6b6cc-7255-40ec-90a9-97e88e559332,HunterSeeker,eu,1,38,11351,scout,demon,1752,289,1977,96,6,389,848,216,164123
eaf53f70-9485-4262-a320-81fb60a94a9b,0cca4d48-d594-4d47-9901-0475ace4ee9b,HunterSeeker219,hu,1,488,348779,warrior,elf,4382,3829,37083,2778,2700,7820,9469,8145,3860030
07d96763-bd9d-4fde-a4d9-28957e6db92e,0cca4d48-d594-4d47-9901-0475ace4ee9b,HunterSeeker270,hu,2,274,223124,berserker,orc,2491,2147,17796,4236,529,363,2371,3580,2374212
8864c5b0-a2be-4554-b63d-adb8b55914fe,dfe56d9d-d7e1-4f0a-a6a9-2b5c0a696d3d,HunterSeeker364,hu,1,326,180557,demonHunter,gnome,31031,2210,20382,8423,8566,265,3996,3736,1668714
d4a8a1d1-5de5-47b7-9703-b4894c15b759,4db7b1e4-cd73-42f9-9bdf-cff5f7f35a37,KnightRider8247,am,1,385,55215,battleMage,demon,4240,448,19093,4475,3308,6052,4625,9560,2870802
99652d44-4553-46b3-809f-56e44640411e,e360fc1b-81c5-4591-ba0e-3a0daa12be3f,IceHunter8485,int,2,79,72883,battleMage,elf,6293,591,1976,109,175,2258,1115,940,189494
ef255369-14dd-42c5-9395-badb0b0b85f0,9a653fac-26c6-43f6-a269-7824540d3720,HunterSlayer,pl,2,87,8101,mage,gnome,1196,678,13,1110,1820,353,1587,384,687880
64b4ac57-512d-414b-a090-c1aeee0a7b24,92193764-fdd4-417f-8857-aa9f05979aeb,HunterSlayer405,de,2,351,262844,druid,human,18078,2346,32325,3566,755,6936,4683,2021,700591
410ac92b-f209-4aad-99f1-8984dccdf23a,ab792e47-088b-4052-b3d4-49e7de3b3fea,HunterSlayer733,am,1,217,67852,battleMage,elf,3238,363,2600,1122,5971,1346,2456,4849,221422
2ed0699e-dd9a-490b-a040-d13fd0f16e69,2c87d80e-c3f1-4776-8c5f-f8e409b512ce,HunterSlayer897,am,1,88,25055,battleMage,elf,7129,268,8760,293,457,187,371,2556,250999
efcb1bcc-ad68-49f4-9c85-43f63edf4f03,08a41e95-3397-48ed-ac63-d737d8795cc7,HunterSlayer911,fr,2,277,86315,druid,orc,20149,2680,5361,257,1017,1131,4750,4283,1925672
49225aa4-58d4-4a15-bb58-b3d991612def,08a41e95-3397-48ed-ac63-d737d8795cc7,HunterSlicer,hu,1,314,283465,scout,human,24864,524,30634,7193,7714,6975,5082,862,1074902
97566b1a-06c4-41e6-8b0c-31f8faf5db77,08a41e95-3397-48ed-ac63-d737d8795cc7,HunterSlicer538,int,2,153,37450,mage,demon,1354,127,12477,4099,3379,3679,1738,1832,1205778
3e612541-0061-43fb-9aab-ee9688e0b813,08a41e95-3397-48ed-ac63-d737d8795cc7,HunterSlicer872,de,2,154,2826,scout,gnome,3188,432,14779,3106,1961,3115,43,1712,643194
0739801f-3964-416f-9006-f73d2e705509,8eecb890-e229-490c-8a3a-82ef7fbdd5ce,HunterSlicer943,de,2,172,114889,druid,gnome,11646,1620,2051,3745,3871,4361,2682,4678,673169
b07b2fdd-7b8b-4c1e-8d6e-eeb292212c29,e34f820f-d0fe-40c5-b860-ebf677a95809,HunterStalker,eu,2,135,34360,berserker,goblin,9499,1105,10653,3870,29,1094,3496,1533,429549
e2c1ae7d-9a44-47e4-b3c0-7ec267502c59,e360fc1b-81c5-4591-ba0e-3a0daa12be3f,IceWalker7061,am,2,288,96785,assasin,elf,12066,500,13372,6623,8401,2007,757,3653,1270110
128dd42d-48ab-4e4f-98ba-091f0803b10b,e34f820f-d0fe-40c5-b860-ebf677a95809,HunterStalker486,cz,1,107,12565,mage,demon,6578,720,7401,650,5,19,2109,2908,738254
eed927e9-475b-49d3-8bd0-ad238d17e6b3,e34f820f-d0fe-40c5-b860-ebf677a95809,HunterThief145,am,2,96,49178,scout,orc,535,467,9000,784,93,906,2069,2438,683263
ddecdde4-ac59-4a62-b168-757776d54ee5,d3bb56ba-c284-473a-a9cb-79fb26ca89fe,HunterThief616,am,1,25,14985,battleMage,darkElf,2078,222,1242,706,699,303,684,321,62736
90a23727-8b6a-4f47-bd9b-9c1039bc6e92,d3bb56ba-c284-473a-a9cb-79fb26ca89fe,HunterWalker,int,1,222,96235,mage,goblin,20516,902,2153,4255,5395,1990,1583,64,258775
405fb244-ed3c-4aad-bd7a-465ca06d5da3,ea53e0fe-4000-489a-8840-bc6e73925a67,HunterWalker282,hu,1,326,110433,bard,gnome,8098,229,1864,3794,8395,326,8789,5267,2966270
fcd31c43-6ffd-40bf-b00d-c23894bf4ffc,943af921-a53b-4c56-8a2d-0098f0c5c26d,HunterWalker419,int,2,490,248405,berserker,human,33494,3997,44372,10327,11442,12750,3128,14487,3097269
6364c98a-1730-4687-9d18-53231721b8c1,943af921-a53b-4c56-8a2d-0098f0c5c26d,HunterWarden,am,2,228,15834,bard,dwarf,4122,931,5409,2162,5424,4156,2209,3646,687858
e76f02e9-df23-41f3-9cef-54b953b09381,c756a363-873e-476c-b410-986316029df5,HunterWarden68,am,1,305,193563,battleMage,gnome,21059,2133,28323,3754,6854,3249,5129,5909,1664643
bff930d5-e8de-479b-a6e1-e6207fe642a3,c756a363-873e-476c-b410-986316029df5,HunterWarden768,de,2,241,97161,mage,darkElf,16956,1697,15953,5928,2869,2631,3592,4559,1913985
ef88a569-09ac-42fd-94a3-ed561cddfa6c,c756a363-873e-476c-b410-986316029df5,HunterWarden970,fr,2,380,269902,battleMage,demon,2431,852,15131,1059,2068,2687,3264,9698,519826
e82d3ba7-1286-405e-bd04-86a598161c90,3726b0d1-8b93-426d-b439-7334f3fa04ee,BladeLord8658,fr,2,119,46524,battleMage,demon,10701,243,1735,2460,627,673,2489,1463,831396
4fcd7e6c-fd42-4fe6-93db-5c30fb60d229,925ef893-1394-4e1d-898d-53631f21154b,HunterWhisper817,int,1,86,63742,assasin,gnome,5078,245,826,1148,1216,1463,1504,397,507736
034bbc4e-3bc4-4298-bf6c-5c0529d043fa,f064f278-6871-4ca2-9a2b-a47153e6e046,IceBeast,hu,2,303,56955,assasin,elf,13433,557,14137,1038,1370,1062,6468,7318,810575
d3479837-1b5a-45e2-949b-a35f1c909a66,f064f278-6871-4ca2-9a2b-a47153e6e046,IceBeast535,am,2,325,136530,scout,demon,9212,734,20331,8904,9637,1726,3360,2849,2025524
c4f11ace-664f-4403-a8f7-32ecea8b13df,2fbfe688-838c-4784-85b5-c6944e63f0d1,IceBeast793,eu,2,5,3714,bard,goblin,160,5,483,100,146,46,44,23,11832
f2a83375-4171-4eb1-8200-8c91611bc5ec,4efd960d-a943-411f-b27f-5cf5e8559365,IceBreaker178,int,1,259,14834,berserker,goblin,17402,1086,10212,3122,2975,4703,3101,1274,2003891
cfb53efd-dd88-44c5-8601-6f498b670a25,d21bdbe8-3511-4a9f-aa82-159fa506c706,IceBreaker269,am,2,245,243625,demonHunter,darkElf,24470,683,4607,2075,1602,6789,3552,6411,398929
3813feb7-d2e9-4cca-b683-e079901a44b0,d21bdbe8-3511-4a9f-aa82-159fa506c706,IceBreaker513,am,1,130,78539,scout,darkElf,10601,11,6680,522,1468,384,3734,2034,870788
441da61e-50c0-48c9-8d05-cc61eb383320,fded0cb8-b086-415d-a000-c90994785920,IceBreaker758,hu,2,382,34237,bard,elf,19841,1295,28076,2557,9411,10796,5302,316,756040
5c81a097-c82e-4caf-9db7-3c12de986fab,2bdcd050-3279-4516-8096-0f536f100832,IceFang,eu,2,397,59581,scout,elf,26408,2495,11299,6062,6070,4679,364,2557,3056591
b2096f39-e62d-4e8e-8e37-6b1449b3b7b2,34d0bc68-434f-4716-a96d-c04ea6c1d3ee,IceFang357,pl,1,2,1467,druid,demon,153,16,19,59,28,22,32,53,14458
9eac776f-07c0-4249-a31e-6c164e418cad,3726b0d1-8b93-426d-b439-7334f3fa04ee,WolfWalker8748,hu,1,96,2531,mage,elf,3434,164,1150,2843,217,1256,387,1466,907265
a246fa5a-887c-464a-806c-448f3eb3e75f,34d0bc68-434f-4716-a96d-c04ea6c1d3ee,IceFang376,int,2,451,139461,berserker,goblin,44132,1727,13967,9262,11922,6869,8956,12038,3280371
257aa437-8b1b-46e4-a568-17dee3c854fe,dd5cccca-1d8c-4248-b7b7-652b4f63a081,IceFang405,de,1,378,130635,demonHunter,human,19896,3454,37678,7111,10813,9948,10412,9528,1789127
80cc9531-ef01-4d9e-955d-e0f0b7c87183,72780a8a-6f56-4416-869c-6e2836fd3c6f,IceFang624,fr,2,480,132453,warrior,demon,17232,2212,564,5818,8582,1094,6301,8088,1496523
b891545e-1f16-4a35-89a8-5a31ae0bd4a4,6ec4d2d6-69ab-434c-b96a-67383d61623f,IceFang99,de,1,330,308168,scout,elf,9845,2192,31304,951,1014,2340,8806,4238,3255223
e2206be6-1ddc-4884-af39-59f401ca59f9,6ec4d2d6-69ab-434c-b96a-67383d61623f,IceHeart,fr,1,361,220892,berserker,elf,4736,1462,17001,2305,3020,5493,5621,6796,2853805
111e00d3-5c6e-4d46-a0d4-e860b22e1a7f,c066600b-a789-4d77-a349-5a76a2f2c8ad,IceHeart771,fr,2,181,85678,druid,human,4087,1078,13894,4944,4784,4734,2185,3912,297060
ea2aadc3-a6ea-4065-97d7-6a7e49dbf159,008d7f94-a086-43fd-b0ca-787f30ff20b2,IceKing,de,1,311,33253,scout,gnome,25095,729,28604,4847,497,133,5330,6283,1591466
b9e6c0a7-11b9-4d1a-b4b6-8a3517ef810f,bb7a568a-0175-4131-9f98-e9f3ffbd7db2,IceKing792,am,1,495,149484,warrior,dwarf,44791,672,44971,8638,5673,611,8429,6406,2032193
